ID,Title,Type,Module,Wave/Epic,Priority,Status,Created,Last Updated,Finished,Owner,Notes
ALT-347,Per-project/client ROLE access matrix set in settings (Q1/Q2),Feature,UX,Reqs 2026-06-23,P2,Planned,2026-06-23,2026-06-21,,Ankit,"Ankit 2026-06-23 (Q1/Q2): CRM super-admin sets each client role's edit/view in project/client settings. Client roles = Company Admin > Sales Head > Sales Person. Company Admin: view-all default, can edit-all + add SP/SH to their company (approved by CRM super-admin). Sales Head: assign/reassign or take a meeting to self, view all, edit only his; has all SP abilities. Sales Person: see own meetings only, request cancel/reschedule, give feedback (once given can't edit it — only SH can on his behalf; SH can also give feedback). TL/PM (Amplior) can reassign SP with an OPTIONAL remark (TL only, not SH). Re-engineer roles + the /sales screens accordingly."
ALT-348,Research: HubSpot + Zoho features & UX patterns,Chore,UX,Reqs 2026-06-23,P2,In Progress,2026-06-23,2026-06-21,,Ankit,"Ankit 2026-06-23: run subagents to research what other good features HubSpot & Zoho provide and HOW their UX makes users' lives easier (associations, merge, collaborators, multi-detail, inline edit, saved views, quick actions, keyboard, empty states, etc.). Output a research doc to inform the backlog. This session."
ALT-349,LAUNCH BLOCKER: canonical assignee model + repoint RLS off created_by,Bug,DB,Schema audit 2026-06-24,P1,Planned,2026-06-24,2026-06-21,,Ankit,"SCHEMA-AUDIT NOW: ownership is split 3 ways — created_by = bulk-importer id (live numeric strings), real assignee = lead_report.user_id, dead lead_master.agent_id, + per-project owner_user_id. RLS keyed on created_by tells assigned agents ""you can only edit records you own"" for ~600 migrated leads. FIX: ONE canonical assignee_user_id (bigint REFERENCES user_master) backfilled from latest lead_report.user_id (597/598 leads = 1 report, ~1:1), app+RLS read only that, deprecate agent_id, keep created_by audit-only. Finish/replace apply-assignment-rls.cjs so it doesn't resolve assignee 3 ways. Validate w/ throwaway role-3 + TL/admin logins before prod. Reversible additive migration."
ALT-350,Normalize + CHECK/FK all status columns (already corrupted free text),Bug,DB,Schema audit 2026-06-24,P1,Planned,2026-06-24,2026-06-21,,Ankit,"SCHEMA-AUDIT NOW: report_status (11 drifting variants), meeting_status (incl NULL/""""), dead meeting_master.status, active_status=""0"" string, free-text account_status/contact_status/is_feasible — none FK to stage_master/status_master/dropdown_option. One-time trim/case-fold/synonym-map UPDATE ? CHECK constraints ? FK into dropdown_option (28 rows, exists). Collapse meeting_master.status into meeting_status; active_status ? boolean. Coordinate writers (data/meetings, projectStatus, realLeads) to emit canonical values."
ALT-351,Clean area_of_interest into a controlled list (worst-corrupted column),Bug,DB,Schema audit 2026-06-24,P2,Planned,2026-06-24,2026-06-21,,Ankit,"SCHEMA-AUDIT NOW: NOT NULL free text, 24+ ""distinct"" live values that are ~4 concepts (Security/security/Security services… ; 7 spellings of HungerBox services; "" "" and """" as values). Breaks segmentation + HungerBox feedback report + AI fit-scoring. Backfill via synonym map (1 human review) to dropdown_option/interest_master FK; move free elaboration to area_of_interest_note; replace useless NOT NULL with CHECK(trim()<>"""")."
ALT-352,Make `interaction` the canonical activity log (FK + one-of CHECK + dual-write + backfill),Feature,DB,Schema audit 2026-06-24,P1,Planned,2026-06-24,2026-06-21,,Ankit,"SCHEMA-AUDIT SOON: activity scattered across lead_activity (2670, no actor), 50-col boolean-soup lead_status_history, meeting_master, dormant generic interaction (18 rows, no FK on polymorphic record_id), call_log (not applied). Blocks the AI timeline. FIX: interaction = append-only event log w/ real FK + one-of CHECK + updated_by + soft-delete; dual-write all new calls/notes/status-changes/meeting-touches; backfill; retire lead_status_history to read-only. Unblocks activityTimeline + embeddings (ALT-352?ALT-359)."
ALT-353,FORCE RLS + lock anon grants on all data tables,Bug,DB,Schema audit 2026-06-24,P1,Planned,2026-06-24,2026-06-21,,Ankit,SCHEMA-AUDIT NOW: every hot table relforcerowsecurity=false (table owner bypasses RLS) on a public Supabase URL holding PII for 111 users + 600+ leads. ALTER … FORCE ROW LEVEL SECURITY on lead_master/lead_report/company_master/contact_master/meeting_master/task/*_project_status/user_master/wishlist/lead_activity; REVOKE from anon table-wide. Verify service-role notify-service + snapshot trigger still work; validate w/ throwaway logins. Pairs with ALT-349.
ALT-354,Standardize + FK audit columns (created_by/updated_by/deleted_by) to user_master,Chore,DB,Schema audit 2026-06-24,P2,Planned,2026-06-24,2026-06-21,,Ankit,"SCHEMA-AUDIT: audit columns are varchar holding numeric user ids with NO FK; new tables use bigint (type split); interaction/call_log/task lack updated_by. Add-new-col + backfill (cast numeric strings, map ""system"" to sentinel) ? bigint REFERENCES user_master; add missing updated_by. Handle non-numeric legacy first. Reversible. Underpins the ""who edited"" audit Ankit wants (Q3)."
ALT-355,Enforce contact/company de-duplication (unique indexes after merge),Bug,DB,Schema audit 2026-06-24,P2,Planned,2026-06-24,2026-06-21,,Ankit,"SCHEMA-AUDIT: 20 duplicate-email contact groups live, no unique constraint. Run merge (ALT-293/merge.ts) to clean dupes, then partial UNIQUE indexes on lower(email)/linkedin_clean (contacts) + cin_number/domain_clean (companies) WHERE deleted_date IS NULL; enforce upsert-on-import. Also fixes the Chrome-extension linkedin_url matching."
ALT-356,Tenant scoping: NOT NULL lead_master.project_id + ensure *_project_status rows,Bug,DB,Schema audit 2026-06-24,P2,Planned,2026-06-24,2026-06-21,,Ankit,SCHEMA-AUDIT: lead_master.project_id nullable; companies/contacts have no project_id; lead_master.contact_id 0/607 populated. Backfill + NOT NULL project_id; ensure every in-scope company (525)/contact (608) has a *_project_status row per project; decide canonical company/contact?project link before the sales portal (priority #2). Validate RLS before prod.
ALT-357,Backfill lead_master.contact_id + prune dead columns/tables,Chore,DB,Schema audit 2026-06-24,P3,Planned,2026-06-24,2026-06-21,,Ankit,"SCHEMA-AUDIT: backfill lead_master.contact_id from contact_master.source_lead_id (breaks lead?contact joins today); then drop agent_id; review/prune user_ghost, user_searches, duplicate designation tables, empty status_master after confirming no app use."
ALT-358,Fix id-type chaos + wrong column types (money/time),Chore,DB,Schema audit 2026-06-24,P3,Planned,2026-06-24,2026-06-21,,Ankit,"SCHEMA-AUDIT: widen int masters (city/state/countrycode/meeting_schedule) to bigint; align contact_master.city_id type to company_master.city_id + add its missing FK; numeric for money (meeting_question/new_sales_question float, lead_master.value varchar), proper time/interval for meeting_time/duration. Do before any revenue/forecast reporting."
ALT-359,Enable pgvector + embeddings table + embed-on-write flag (capture from NOW),Feature,UX,Rulings 2026-06-24,P1,Planned,2026-06-24,2026-06-21,,Ankit,"EMBEDDING-PLAN: cost asymmetry — embed-on-write is ~free/continuous; backfill is one-time + lossy (un-stored text can never be embedded). Phase 1: enable pgvector, add an embeddings table, embed-on-write (trigger/queue, behind a flag) for companies/contacts/interactions(call notes+dispositions)/meeting-feedback/leads. Gated behind the security/launch work (ALT-353). Depends on the clean interaction log (ALT-352). See docs/product/EMBEDDING-PLAN.md + AI-PGVECTOR-PLAN.md."
ALT-360,Embedding backfill job + retrieval/query patterns + vector RLS,Feature,UX,Rulings 2026-06-24,P2,Planned,2026-06-24,2026-06-21,,Ankit,"EMBEDDING-PLAN phase 2-3: backfill historical rows; retrieval (semantic search, similar-accounts, dedup, reach-out suggestions, which-100-to-target); RLS for vectors so retrieval respects record visibility. Powers the AI ""superpower"" (VISION). After ALT-359."
ALT-361,Inline status edit uses global project + auto-resolves single-project (E1),Feature,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,"AMBIG E1: stop showing ""Select a project first"" — when the global project selector is set use it; when a record belongs to exactly ONE project auto-resolve to it; only prompt when genuinely ambiguous. Removes the daily wall for single-project agents. Building 2026-06-24."
ALT-362,QC gets Approvals access + mandatory rejection comment (B1/A5),Feature,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,"AMBIG B1/A5: QC (role 6) had no screen — give QC access to the Approvals queue (mirrors TL); require a non-empty comment when a reviewer REJECTS a report. (Project-scoping of the queue + the QC?TL parallel-approver workflow = capture, needs downline link.) Building 2026-06-24."
ALT-363,Optional reassign reason + default-owner-self on create (Q1/A4),Feature,UX,Rulings 2026-06-24,P2,In Progress,2026-06-24,2026-06-21,,Ankit,"OPEN-Q Q1 + AMBIG A4: optional ""reason"" when a TL reassigns a Sales Person (recorded on the reassignment); on create, default owner=self unless TL/manager/admin, with an ""Assign to me"" quick action. Building 2026-06-24."
ALT-364,UX-approved polish batch (grid/preview/search/auth/contrast),Chore,UX,Rulings 2026-06-24,P2,In Progress,2026-06-24,2026-06-21,,Ankit,UX-Audit (Ankit approved all): grid read-only truncation tooltips + frozen identity column; mailto/tel + copy on Company/Lead/Meeting/Wishlist previews; search clear-× parity on Companies/Contacts/Meetings/Wishlist; show/hide password on all auth screens + sales forgot-password + back-to-CRM switcher; conservative muted-text AA contrast bump. Building 2026-06-24.
ALT-365,Captured rulings refining existing tickets (access/roles/notif/calls/meeting/feedback),Chore,UX,Rulings 2026-06-24,P1,Planned,2026-06-24,2026-06-21,,Ankit,"Ankit 2026-06-24 OPEN-Q/AMBIG rulings folded in — these refine existing tickets, mostly DB/RLS (capture): per-project access modes Public/Limited/Private/Public-edit + sensitive-field config (ALT-295/362-cap); downline/manager_id link + team-scoped visibility all modules (LAUNCH dep); notif recipient matrix incl created_by?assignee fix + cancel/drop + mandatory-comment-on-successful (ALT-346); sales role model + provisioning + super-admin approval (ALT-347); single call logger + admin-editable Call Disposition + Call-module Task-Manager-style UI (ALT-303); remove/fold Meeting module into Leads + lead?task + unified due-today queue (ALT-306, DESIGN DECISION); ONE feedback model — plain-language explain + recover earlier client-portal tweaks (ALT-311, BLOCKED on Ankit); converge MobileMeetingRecord vs PortalMeetingDetailPage (ALT-275); lite/viewer role for seniors (ALT-343); configurable create rights default-off + create-from-existing (ALT-174); design-system demos for approval (ALT-314/315/321); per-project client recording-reveal toggle (D4); edit-audit actor+role (ALT-354). Full rulings in OPEN-QUESTIONS.md + AMBIGUOUS-DECISIONS.md."
ALT-368,"""Select all N matching"" across every list module",Feature,UX,Rulings 2026-06-24,P2,In Progress,2026-06-24,2026-06-21,,Ankit,"Bulk ops (reassign / status / export) could only ever act on the current page. New SelectAllMatchingBar appears once the whole page is selected and offers ""Select all N matching"" — selects every row in the full filtered set (already in memory client-side, so no extra fetch). Universal: Leads, Companies, Contacts, Meetings, Wishlist. New sel.addAll() on useRowSelection. Build green; not yet pushed."
ALT-372,Route code-splitting (1.6MB->282KB main bundle) + read-only login-coverage endpoint,Chore,UX,Rulings 2026-06-24,P2,In Progress,2026-06-24,2026-06-21,,Ankit,"Cycle 6 (non-dependent). Code-split: 23 route pages -> React.lazy + one Suspense boundary; providers/guards/auth kept eager. Initial JS 1672KB->282KB (gzip 437->82KB) — much faster first load for 111 users. Plus a READ-ONLY GET /api/admin/login-coverage (requireAdmin) reporting RSK-10 exposure (usersWithoutLogin, profilesNullUserId/Role, exposureCount, sample numeric ids only — no PII). QC PASS (read-only, guarded, Suspense correct). Deploy-gated; not pushed."
ALT-373,FE PII hardening — no PII cached in drafts / filters (survives logout on shared device),Security,UX,Rulings 2026-06-24,P2,In Progress,2026-06-24,2026-06-21,,Ankit,"Security audit (Cycle 6) found FE-fixable PII-at-rest leaks. BUILT (Cycle 7, QC PASS, tsc clean): (1) useUnsavedChanges now redacts PII keys (email/phone/mobile/linkedin) before caching the draft to localStorage — non-PII fields still restore; (2) listFilters strips the free-text search term from persisted filters (facets still persist) so a typed phone/email never survives logout; (3) globalSearch already calls clearSearchIndex() on signOut (verified) — phone/email stay searchable in-session (legit caller feature). Export of contact details left intact (it is the intended calling workflow, not a leak). Deploy-gated; not pushed."
ALT-375,Delight wave 2 — density / compact mode toggle (tables),Feature,UX,Rulings 2026-06-24,P2,In Progress,2026-06-24,2026-06-21,,Ankit,"UX-DELIGHT-BACKLOG Tier-1 (Cycle 9, QC PASS). New useDensity hook (mirrors useViewMode, per-user+entity localStorage) + DensityToggle segmented control; Comfortable (44px, pixel-identical to before — no regression) / Compact (32px, ~40% more rows). Wired into Leads table (reference) with a height transition; grid/kanban/data/sort/pagination untouched. FANNED OUT to ALL 5 list pages (Contacts/Companies/Meetings/Wishlist) on 2026-06-27 via 4 disjoint agents — comfortable mode now standardizes every list to 44px rows (Contacts was 48, Meetings/Wishlist were 40 ? uniform). Pure FE; vite green. Not pushed."
ALT-374,"Delight wave 1 — press ""?"" keyboard-help overlay + actionable empty states (all list pages)",Feature,UX,Rulings 2026-06-24,P2,In Progress,2026-06-24,2026-06-21,,Ankit,"UX-DELIGHT-BACKLOG Tier-1 (Cycles 7-8, QC PASS x2). Press ""?"" (when not typing) opens a focus-trapped overlay listing the app's REAL shortcuts (Cmd/Ctrl-K, arrows, Enter/Space to open a row, Esc) — no invented bindings; mounted once at app root. New reusable EmptyState component; the table empty state on ALL FIVE list pages (Leads, Contacts, Companies, Meetings, Wishlist) now offers a next action (""Clear filters"" wired to each page's real handler / friendly message) instead of bare text. Pure FE; tsc clean; vite green. Not pushed."
ALT-371,Strict profiles-link on login provisioning + bulk on-ramp (closes RSK-10 silent-deny),Bug,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,"Cycle 5: assignee-RLS resolves the caller via current_user_id() reading the SPARSE profiles table — a provisioned login with a missing/NULL-user_id profiles row would be SILENTLY denied ALL edits (RSK-10). Found that notify-service ensureProfileLink created the row but BEST-EFFORT (swallowed upsert errors; wrote user_id/role only conditionally; endpoints returned 200 regardless). Fixed (G-A/G-B): ensureProfileLink now ALWAYS writes user_id, never swallows, returns {ok,roleLinked,reason}; /api/users/create + /reset-password surface profileLinked + profileWarning so a bulk run can detect exposure. node --check OK. REMAINING (G-C): a one-button bulk-provision endpoint + a read-only coverage dry-run + assert coverage BEFORE the RLS policy swap. Plan: docs/BULK-LOGIN-ONRAMP-PLAN.md. Server change deploy-gated; NOT pushed."
ALT-370,Honest writes — humanizeWriteError on every write surface (no silent RLS failures),Bug,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,"Advisor reality-check #1: until the write-path/RLS lands, users WILL hit 42501/missing-table on save; a silent or false-success write kills trust on the first edit. Routed EVERY user-facing write through humanizeWriteError across the data layer (leadWorkspace, meetings, contacts, companies, tasks, wishlist, dropdowns, views, account, approvals, assignment, merge, projectStatus, admin user/project/reference/pre-sales writes, accessSettings) + pages (list bulk actions, form create/update, detail-page actions) + CompanyPreview. Built by 2 disjoint agents (components+data / pages); QC FAILED v1 (admin-settings class skipped) ? fixed admin.ts + accessSettings.ts; tsc clean + vite build green. Not pushed."
ALT-369,Persist list filters + search across refresh (per browser),Feature,UX,Rulings 2026-06-24,P2,In Progress,2026-06-24,2026-06-21,,Ankit,"Filtering a list then refreshing / returning wiped every filter. New useListFilters hook persists each module's filter+search set to localStorage (keyed by entity, merged over defaults so new fields never break old saved blobs) — survives refresh like HubSpot/Zoho. Drop-in for useState<Filters>; ""Clear filters"" still resets. Universal across all 5 list modules. Build green; not yet pushed."
ALT-376,Bulk import / re-import engine (CSV/Excel) — the headline data-admin workflow,Feature,UX,Rulings 2026-06-24,P0,Backlog,2026-06-24,2026-06-21,,Ankit,"Audit P0: admin can export but CANNOT import or update-via-file; entire export->edit->re-import loop is unbuilt. Build a service-role /api/<entity>/bulk-update (requireAdmin + getSupabaseAdmin, chunked, dry-run diff, per-row 207 report) + BulkImportWizard (column-map -> validate -> dedup -> preview -> commit) per BULK-IMPORT-EXPORT.md. DEPENDS on DEC-03 (ownership/RLS): the service-role endpoint is BOTH the import mechanism and the way around browser-RLS, so build it WITH the ownership fix."
ALT-377,Record-ID column on every export (export = the import template),Feature,UX,Rulings 2026-06-24,P2,In Progress,2026-06-24,2026-06-21,,Ankit,"Audit P0 prerequisite — BUILT 2026-06-27, build green. ExportButton now prepends a stable Record-ID column (Company/Contact/Lead/Meeting/Wishlist ID) so an exported sheet can be edited and matched back on re-import — exactly how HubSpot (""Record ID"") and Zoho (""<Module> Id"") work. Centralized in one component -> all 5 modules at once; skips if a page already surfaces the id key. Pure export, zero RLS coupling. Not pushed."
ALT-378,Bulk delete / archive (admin-only soft-delete + recycle bin),Feature,UX,Rulings 2026-06-24,P1,Backlog,2026-06-24,2026-06-21,,Ankit,"Audit P1: NO delete/archive anywhere — not even single-record. A bad import or stale data cannot be retired from the UI. Add admin-only soft-delete (deleted_by/deleted_date, existing convention) as a bulk toolbar action with a typed confirm + a recycle-bin view. Delete of non-owned rows needs the service-role path (partial DEC-03 coupling)."
ALT-379,Wire up duplicate merge (it is dead code) + duplicate-finder + atomic RPC,Bug,UX,Rulings 2026-06-24,P1,Backlog,2026-06-24,2026-06-21,,Ankit,"Audit P1: mergeCompanies/mergeContacts + MergeDuplicatesModal exist but the modal is NEVER mounted in any page -> dedup is unreachable. Wire it into Companies/Contacts; add a ""potential duplicates"" finder; move the client-side re-point sequence into a SECURITY DEFINER RPC for atomicity (no half-merge). HubSpot/Zoho auto-surface duplicates + merge in one transaction with a survivor picker."
ALT-380,Generalized bulk field-edit (whitelist) — not just status; add to Leads,Feature,UX,Rulings 2026-06-24,P1,Backlog,2026-06-24,2026-06-21,,Ankit,"Audit P1: bulk field-update is limited to per-project STATUS (Companies/Contacts) and Leads have none. Generalize setStatus (bulkActions.ts) into a ""bulk edit field"" picker over a safe whitelist (City/Industry/Size/...) and add it to Leads. Same RLS path as reassign (partial DEC-03 coupling). HubSpot/Zoho: ""Edit property for N records""."
ALT-381,Progress bar + cancel + chunking on all bulk loops,Feature,UX,Rulings 2026-06-24,P2,Backlog,2026-06-24,2026-06-21,,Ankit,"Audit P2: every bulk op is a sequential await loop (200 rows = 200 round-trips) with only a spinner; UI looks frozen, partial result only at the end. Add onProgress(done,total) + progress bar + chunking; surface the partial-failure list. HubSpot runs it as a queued background job with a completion email."
ALT-382,Count-confirmation on bulk set-status / add-to-project,Feature,UX,Rulings 2026-06-24,P2,Backlog,2026-06-24,2026-06-21,,Ankit,"Audit P2: status overwrite / add-to-project on N rows fires with no ""this changes N records"" confirm (reassign has a modal; these do not). Add a count-confirmation step."
ALT-383,DECISION — gate PII (email/mobile) on export?,Security,UX,Rulings 2026-06-24,P2,Backlog,2026-06-24,2026-06-21,,Ankit,Audit P2 + product call for Ankit (logged to Review Hub). Export currently emits masked email/mobile in clear via ExportButton accessors — any viewer can exfiltrate. BUT exporting contact details IS the intended calling workflow. Decide: gate full-value PII export behind admin/reveal-permission (+log) or keep open for outreach roles. Do NOT change unilaterally.
ALT-384,"Bulk-action audit receipt + ""undo last bulk action""",Feature,UX,Rulings 2026-06-24,P2,Backlog,2026-06-24,2026-06-21,,Ankit,"Audit P2: updated_by is stamped per row but there is no ""batch X changed these N rows"" receipt and no undo for any bulk action; merge has no rollback. Write a bulk-action log row + offer undo-last-bulk-action."
ALT-385,"Server-side ""select all matching"" for large datasets",Chore,UX,Rulings 2026-06-24,P2,Backlog,2026-06-24,2026-06-21,,Ankit,Audit P2: SelectAllMatchingBar selects only rows already loaded client-side — fine today (pages load the full set) but silently caps as data grows. Move to a true filter-based server selection when import/large-data lands.
ALT-386,DECISION + FOUNDATION — Deals / Pipeline / value object (anchors the Sales Portal),Feature,UX,Rulings 2026-06-24,P0,Backlog,2026-06-24,2026-06-21,,Ankit,"Parity gap #1 (biggest lever). HubSpot/Zoho model the sales process as a first-class DEAL object moving through PIPELINE stages with amount + close date + weighted FORECAST + win/loss (verified live: deal ""Alembic Pharmaceuticals"", pipeline=default, dealstage+amount+closedate). We have leads-with-a-status only — no value/pipeline/forecast. This is THE foundation of the Sales Portal (priority #2) and is INDEPENDENT of the ownership/RLS blocker. Net-new schema + pipeline board UI. Needs Ankit go-ahead."
ALT-387,DECISION — no-code custom fields (properties) model,Feature,UX,Rulings 2026-06-24,P1,Backlog,2026-06-24,2026-06-21,,Ankit,Parity gap. HubSpot/Zoho let an admin add any typed property (dropdown/date/number/calc/required) to any object WITHOUT code; we have fixed DB columns (a field = a migration). Option: custom_field + custom_field_value tables + admin UI. Roadmap-shaping decision for Ankit; independent of launch blockers.
ALT-388,Typed/labeled associations + unified activity timeline,Feature,UX,Rulings 2026-06-24,P1,Backlog,2026-06-24,2026-06-21,,Ankit,"Parity gap. HubSpot associations are typed + LABELED (verified: contacts<->companies returned ""Primary"",""Billing Contact"") and N:N; we have hard-coded FKs. Also unify calls/emails/meetings/notes/tasks as first-class engagements on every record timeline (we have interaction log + call logs — verify richness). Mostly independent of decisions."
ALT-389,Dynamic lists / auto-updating segments,Feature,UX,Rulings 2026-06-24,P2,Backlog,2026-06-24,2026-06-21,,Ankit,"Parity gap. HubSpot/Zoho ""active lists"" auto-update as records match criteria; we have personal saved filter views only. Post-launch retention feature."
ALT-390,"Workflow / automation engine (assign, email, task, stage-change triggers)",Feature,UX,Rulings 2026-06-24,P2,Backlog,2026-06-24,2026-06-21,,Ankit,"Parity gap. No automation today (all manual). Triggered workflows (on create/stage-change -> assign owner, send email, create task) are core to HubSpot/Zoho stickiness. Post-launch."
ALT-394,Read-only duplicate detector (Companies + Contacts),Feature,UX,Rulings 2026-06-24,P2,In Progress,2026-06-24,2026-06-21,,Ankit,"The safe, immediately-useful half of dedup (ALT-379 keeps the merge-WRITE gated). New lib/findDuplicates.ts (pure: groups the current/filtered rows by normalized name/email/phone/website, returns groups of 2+, biggest first) + self-contained DuplicatesButton.tsx (toolbar button with an amber count badge + a modal listing each collision group; rows open in a new tab to reconcile; footer points to ALT-379 for one-click merge). Wired into Companies (name/email/website) and Contacts (email/mobile/name). HubSpot/Zoho auto-surface duplicates; this brings the read-only detection here with zero write risk. Build green. Pure FE. Not pushed."
ALT-395,CSV/Excel formula-injection hardening on export,Security,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,"Audit finding (verified): ExportButton only quoted ["",\n] — a cell starting with = + - @ or tab/CR could execute as a formula in Excel/Sheets (exfiltration/RCE on exported CRM data). BUILT 2026-06-27: sanitizeCell() prefixes such cells with a single quote, in toMatrix so it covers BOTH csv + xlsx and all 5 modules at once. Build green. Not pushed."
ALT-396,Safe reversible import/export — one-button UNDO + REDO + history log,Feature,UX,Rulings 2026-06-24,P0,Backlog,2026-06-24,2026-06-21,,Ankit,"USER-FLAGGED headline + a real differentiator (no major competitor ships REDO). Design in DATA-OPS-AUDIT.md §2: data_batch + data_batch_row (before/after images) + export_log; every bulk write goes through a service-role /api/:entity/bulk-update that snapshots before-images; UNDO reverts, REDO re-applies, both as new batches. Mapping/preview UI + History page are read-only/buildable now; the write/revert core uses requireAdmin service-role so it ships as an ADMIN tool now and only the agent-facing path waits on DEC-03 (ownership/RLS)."
ALT-397,"CSV/Excel import + re-import engine (create/update-only/upsert, Record-ID keyed)",Feature,UX,Rulings 2026-06-24,P0,Backlog,2026-06-24,2026-06-21,,Ankit,"No import engine exists (notify-service has 6 routes, none bulk). Service-role bulk-update endpoint, match on the shipped Record-ID column -> email/domain_clean/linkedin_clean; chunked, dry-run diff, per-row 207, don't-overwrite-with-blank guard. Depends on DEC-03 (service-role is also the way around the RLS blocker)."
ALT-398,Import rollback (undo a specific import batch),Feature,UX,Rulings 2026-06-24,P0,Backlog,2026-06-24,2026-06-21,,Ankit,"Stamp every imported/updated row with import_batch_id + before-image; ""Undo this import"" soft-deletes added rows + restores updated rows. Shares the ALT-396 machinery. Depends on DEC-03."
ALT-399,Import mapping/preview wizard (frontend),Feature,UX,Rulings 2026-06-24,P1,Backlog,2026-06-24,2026-06-21,,Ankit,"BUILDABLE NOW (pure FE): parse uploaded headers, auto-match to entity columns, 3-row preview, per-column ignore/remap, surface unmapped/error cols before submit. Submits to the (later) service-role endpoint."
ALT-400,Recycle bin — list + restore soft-deleted records,Feature,UX,Rulings 2026-06-24,P1,In Progress,2026-06-24,2026-06-21,,Ankit,"BUILDABLE NOW (read + narrow admin write): deleted_date/deleted_by columns already exist and are read-filtered, but no UI ever sets/clears them. Admin-only page over deleted_date IS NOT NULL with Restore (nulls deleted_date/deleted_by). Validate the restore write against RLS on a throwaway admin login first."
ALT-401,Progress bar + cancel on bulk operations,Feature,UX,Rulings 2026-06-24,P1,Done,2026-06-24,2026-06-21,,Ankit,"SHIPPED (commit 3d266c7, 2026-06-28). Additive BulkProgress {onProgress, signal} threaded through every bulk loop in bulkActions.ts + assignment.ts; abort is checked only BETWEEN records so a write is never interrupted mid-flight, and partial counts return cleanly. Shared BulkProgressBar (determinate ""N of M"") + optional progress/onCancel props wired into the 3 bulk modals (Reassign/BulkProject/BulkStatus) across Leads/Meetings/Companies/Contacts. Behaviour identical when opts omitted. Build green. Pure FE/data-layer. Not pushed."
ALT-402,Bulk-action audit receipt + history (batch X changed N rows),Feature,UX,Rulings 2026-06-24,P1,Backlog,2026-06-24,2026-06-21,,Ankit,BUILDABLE NOW (needs a data_batch table; read is admin-only): write one batch row per bulk action (actor/time/action/entity/count/scope) + a viewable history; completion receipt. Same record later powers undo/redo (ALT-396).
ALT-403,PII export gating (mask/restrict sensitive columns by role) + export audit,Security,UX,Rulings 2026-06-24,P1,Backlog,2026-06-24,2026-06-21,,Ankit,"BUILDABLE NOW: export currently emits raw email/mobile client-side for anyone who can see the list, with no audit. Reuse contact_master_masked logic to gate full-PII export by role; log who exported what PII when (export side of ALT-396 export_log). NOTE: pairs with DEC-13 (the posture decision)."
ALT-404,Named saved filters / dynamic + static segments,Feature,UX,Rulings 2026-06-24,P1,Backlog,2026-06-24,2026-06-21,,Ankit,"BUILDABLE NOW: a saved_segment store (name + serialized filter JSON + dynamic/static flag) so a data team can save the current filter set by name and recall it (HubSpot active/static lists). Can persist per-user in localStorage v1 like view/density prefs, DB-backed later."
ALT-405,No-code report / pivot builder (analyst),Feature,UX,Rulings 2026-06-24,P1,Backlog,2026-06-24,2026-06-21,,Ankit,"BUILDABLE NOW (read-only): self-serve builder — pick entity, group-by rows/cols, aggregation, render table/chart with drill-down, over existing data via PostgREST/RPC. The biggest analyst-persona gap (today DashboardPage is 5 hardcoded KPIs)."
ALT-406,Funnel / conversion analytics + customizable dashboards,Feature,UX,Rulings 2026-06-24,P2,Backlog,2026-06-24,2026-06-21,,Ankit,"BUILDABLE NOW (read-only): stage drop-off, lead->meeting rate, time-in-stage from existing data; let analysts add/remove/reorder KPI tiles + pin saved reports with dashboard-level filters."
ALT-407,"Field-level change history (old->new, who, when, source)",Feature,UX,Rulings 2026-06-24,P1,Backlog,2026-06-24,2026-06-21,,Ankit,"Audit captures who/when but never old->new (appendInteraction writes free-text, no {field,old,new} diff). Add a change_history table written by data-layer upserts + the import engine; render a per-record History tab (render buildable now)."
ALT-408,"Data-quality command center (dups, missing, formatting health)",Feature,UX,Rulings 2026-06-24,P2,Backlog,2026-06-24,2026-06-21,,Ankit,"BUILDABLE NOW (read-only): a page summarizing duplicate counts, blank-required-field counts and normalization issues, reusing the existing duplicate detector (ALT-394). Plus edit-form validation parity + format normalization."
ALT-409,Consent / Do-Not-Call (DNC) / opt-out fields enforced at calling + export,Feature,UX,Rulings 2026-06-24,P1,Backlog,2026-06-24,2026-06-21,,Ankit,BUILDABLE NOW + India DPDP/TRAI compliance: add consent_status/do_not_call/opt_out_date/lawful_basis to contact; DNC badge; exclude DNC rows from call lists/exports by default with an override reason. Critic-added governance gap for an outreach CRM.
ALT-410,GDPR/DPDP right-to-erasure + subject-access (DSAR) workflow,Security,UX,Rulings 2026-06-24,P1,Backlog,2026-06-24,2026-06-21,,Ankit,"Critic-added: ""Forget this contact"" admin action cascading pseudonymize/erase across all entities + interactions in one transaction with a tamper-evident erasure receipt, plus a one-person data-export bundle. Compliance posture for handling client PII."
